2	19	264,3333333	407	1	264,3333333	407	7	165	14,2
3	19	255,6666667	413,5	1	255,6666667	413,5	10	135	14,35
4	19	275,4166667	410,5	1	275,4166667	410,5	2	165	183,252111
1	20	273,4166667	398	1	273,4166667	398	7	180	14,01
2	20	264,3333333	403,5	1	264,3333333	403,5	9	180	14,2
3	20	250,6666667	408,5	1	250,6666667	408,5	15	135	14,35
4	20	274,9166667	409,5	1	274,9166667	409,5	2	180	183,4569633
1	21	273,4166667	394,5	1	273,4166667	394,5	7	180	14,01
2	21	264,3333333	399	1	264,3333333	399	9	180	14,2
3	21	243,1666667	401	1	243,1666667	401	10	135	14,35
4	21	274,4166667	408,5	1	274,4166667	408,5	2	180	183,8651279
1	22	273,4166667	391	1	273,4166667	391	10	180	14,01
2	22	264,3333333	394,5	1	264,3333333	394,5	10	180	14,2
3	22	239,8333333	396	1	239,8333333	396	7	225	14,35
4	22	273,9166667	407,5	1	273,9166667	407,5	10	180	182,7359889
1	23	273,4166667	386	1	273,4166667	386	10	180	14,01
2	23	264,3333333	389,5	1	264,3333333	389,5	10	180	14,2
3	23	242,1666667	392,5	1	242,1666667	392,5	10	225	14,35
4	23	270,9166667	402,5	1	270,9166667	402,5	10	180	182,8169253
1	24	274,4166667	381	1	274,4166667	381	8	180	14,01
2	24	265,3333333	384,5	1	265,3333333	384,5	10	180	14,2
3	24	247,1666667	387,5	1	247,1666667	387,5	18	225	14,35
4	24	268,9166667	397,5	1	268,9166667	397,5	10	180	184,9060858
1	25	275,4166667	377	1	275,4166667	377	8	180	14,01
2	25	266,3333333	379,5	1	266,3333333	379,5	10	180	14,2
3	25	253,1666667	378,5	1	253,1666667	378,5	10	180	14,35
4	25	267,9166667	392,5	1	267,9166667	392,5	10	180	183,0972991
1	26	276,4166667	373	1	276,4166667	373	7	180	14,01
2	26	267,3333333	374,5	1	267,3333333	374,5	10	180	14,2
3	26	258,1666667	375,1666667	1	258,1666667	375,1666667	10	180	14,35
4	26	267,9166667	387,5	1	267,9166667	387,5	10	180	184,9928218
1	27	276,4166667	369,5	1	276,4166667	369,5	9	180	14,01
2	27	267,3333333	369,5	1	267,3333333	369,5	9	180	14,2
3	27	258,1666667	370,1666667	1	258,1666667	370,1666667	10	180	14,35
4	27	267,9166667	382,5	1	267,9166667	382,5	10	180	182,786229
1	28	276,4166667	363,5	1	276,4166667	363,5	10	180	14,01
2	28	267,3333333	363,5	1	267,3333333	363,5	10	180	14,2
3	28	258,1666667	363,5	1	258,1666667	363,5	10	180	14,35
4	28	267,9166667	375,8333333	1	267,9166667	375,8333333	10	180	184,0973241
1	29	276,4166667	356,8333333	1	276,4166667	356,8333333	10	180	14,01
2	29	267,3333333	356,8333333	1	267,3333333	356,8333333	10	180	14,2
3	29	258,1666667	356,8333333	1	258,1666667	356,8333333	10	180	14,35
4	29	267,9166667	369,1666667	1	267,9166667	369,1666667	10	180	184,1844201
1	30	273,9166667	350,1666667	1	273,9166667	350,1666667	10	180	14,01
2	30	267,3333333	350,1666667	1	267,3333333	350,1666667	10	180	14,2
3	30	258,1666667	350,1666667	1	258,1666667	350,1666667	10	180	14,35
4	30	267,9166667	362,5	1	267,9166667	362,5	10	180	184,6087064
1	31	270,5833333	343,5	1	270,5833333	343,5	10	170	14,01
2	31	267,3333333	343,5	1	267,3333333	343,5	10	180	14,2
3	31	258,1666667	343,5	1	258,1666667	343,5	10	180	14,35
4	31	267,9166667	355,8333333	1	267,9166667	355,8333333	10	180	184,4189794
1	32	265,5833333	336,8333333	1	265,5833333	336,8333333	10	160	14,01
2	32	267,3333333	336,8333333	1	267,3333333	336,8333333	10	180	14,2
3	32	258,1666667	336,8333333	1	258,1666667	336,8333333	10	180	14,35
4	32	267,9166667	349,1666667	1	267,9166667	349,1666667	10	180	184,4152537
1	33	260,5833333	330,1666667	1	260,5833333	330,1666667	10	150	14,01
2	33	267,3333333	330,1666667	1	267,3333333	330,1666667	10	180	14,2
3	33	258,1666667	330,1666667	1	258,1666667	330,1666667	10	180	14,35
4	33	267,9166667	342,5	1	267,9166667	342,5	10	180	182,8125558
1	34	255,5833333	323,5	1	255,5833333	323,5	10	140	14,01
2	34	267,3333333	323,5	1	267,3333333	323,5	10	180	14,2
3	34	258,1666667	323,5	1	258,1666667	323,5	10	180	14,35
4	34	267,9166667	335,8333333	1	267,9166667	335,8333333	10	180	183,1853567
1	35	250,5833333	316,8333333	1	250,5833333	316,8333333	10	130	14,01
2	35	267,3333333	316,8333333	1	267,3333333	316,8333333	10	180	14,2
3	35	258,1666667	316,8333333	1	258,1666667	316,8333333	10	180	14,35
4	35	267,9166667	329,1666667	1	267,9166667	329,1666667	10	180	183,4500754
1	36	247,25	310,1666667	1	247,25	310,1666667	11	125	14,01
2	36	267,3333333	310,1666667	1	267,3333333	310,1666667	10	180	14,2
3	36	258,1666667	310,1666667	1	258,1666667	310,1666667	10	180	14,35
4	36	267,9166667	322,5	1	267,9166667	322,5	10	180	183,2482293
1	37	243,5833333	302,8333333	1	243,5833333	302,8333333	12	135	14,01
2	37	267,3333333	303,5	1	267,3333333	303,5	10	180	14,2
3	37	258,1666667	303,5	1	258,1666667	303,5	10	180	14,35
4	37	267,9166667	315,8333333	1	267,9166667	315,8333333	10	180	184,8907004
1	38	239,5833333	294,8333333	1	239,5833333	294,8333333	13	150	14,01
2	38	267,3333333	296,8333333	1	267,3333333	296,8333333	10	180	14,2
3	38	258,1666667	296,8333333	1	258,1666667	296,8333333	10	180	14,35
4	38	267,9166667	309,1666667	1	267,9166667	309,1666667	10	180	183,2136846
1	39	236,3333333	286,1666667	1	236,3333333	286,1666667	13	160	14,01
2	39	267,3333333	290,1666667	1	267,3333333	290,1666667	10	180	14,2
3	39	258,1666667	290,1666667	1	258,1666667	290,1666667	10	180	14,35
4	39	267,9166667	302,5	1	267,9166667	302,5	10	180	182,880804
1	40	233,7333333	277,5	1	233,7333333	277,5	13	170	14,01
2	40	267,3333333	283,5	1	267,3333333	283,5	10	180	14,2
3	40	258,1666667	283,5	1	258,1666667	283,5	10	180	14,35
4	40	267,9166667	295,8333333	1	267,9166667	295,8333333	10	180	184,1687139
1	41	233,7333333	268,8333333	1	233,7333333	268,8333333	13	180	14,01
2	41	267,3333333	276,8333333	1	267,3333333	276,8333333	10	180	14,2
3	41	258,1666667	276,8333333	1	258,1666667	276,8333333	10	180	14,35
4	41	267,9166667	289,1666667	1	267,9166667	289,1666667	10	180	184,4982646
1	42	233,7333333	260,1666667	1	233,7333333	260,1666667	13	180	14,01
2	42	267,3333333	270,1666667	1	267,3333333	270,1666667	10	180	14,2
3	42	258,1666667	270,1666667	1	258,1666667	270,1666667	10	180	14,35
4	42	267,9166667	282,5	1	267,9166667	282,5	10	180	184,0384996
